movieId,title,cleaned_genres,userId,rating,timestamp
949,Heat,Action|Crime|Drama|Thriller,23,3.5,1148721092
949,Heat,Action|Crime|Drama|Thriller,102,4.0,956598942
949,Heat,Action|Crime|Drama|Thriller,232,2.0,955092697
949,Heat,Action|Crime|Drama|Thriller,242,5.0,956688825
949,Heat,Action|Crime|Drama|Thriller,263,3.0,1117846575
949,Heat,Action|Crime|Drama|Thriller,311,3.0,898008327
949,Heat,Action|Crime|Drama|Thriller,363,4.0,942345464
949,Heat,Action|Crime|Drama|Thriller,387,5.0,974670478
949,Heat,Action|Crime|Drama|Thriller,452,4.5,1133735550
949,Heat,Action|Crime|Drama|Thriller,505,3.5,1340405089
949,Heat,Action|Crime|Drama|Thriller,509,2.0,978936953
949,Heat,Action|Crime|Drama|Thriller,537,3.0,879503053
949,Heat,Action|Crime|Drama|Thriller,547,4.0,974777410
949,Heat,Action|Crime|Drama|Thriller,558,4.0,965485747
949,Heat,Action|Crime|Drama|Thriller,564,3.0,974841162
949,Heat,Action|Crime|Drama|Thriller,647,4.0,947292304
710,GoldenEye,Adventure|Action|Thriller,358,1.0,957795351
710,GoldenEye,Adventure|Action|Thriller,390,2.0,867074211
1408,Cutthroat Island,Action|Adventure,7,1.0,851869140
1408,Cutthroat Island,Action|Adventure,11,5.0,1391658667
1408,Cutthroat Island,Action|Adventure,19,3.0,855192910
1408,Cutthroat Island,Action|Adventure,23,3.5,1148720760
1408,Cutthroat Island,Action|Adventure,57,4.0,907763283
1408,Cutthroat Island,Action|Adventure,63,4.5,1079098267
1408,Cutthroat Island,Action|Adventure,73,3.0,1398567944
1408,Cutthroat Island,Action|Adventure,111,4.5,1097431081
1408,Cutthroat Island,Action|Adventure,212,3.5,1218954892
1408,Cutthroat Island,Action|Adventure,232,5.0,955085902
1408,Cutthroat Island,Action|Adventure,237,1.0,1102009348
1408,Cutthroat Island,Action|Adventure,245,4.0,1011850123
1408,Cutthroat Island,Action|Adventure,263,4.5,1117842310
1408,Cutthroat Island,Action|Adventure,275,4.5,1326919926
1408,Cutthroat Island,Action|Adventure,276,3.5,1321811954
1408,Cutthroat Island,Action|Adventure,280,4.0,905583509
1408,Cutthroat Island,Action|Adventure,306,4.0,939726189
1408,Cutthroat Island,Action|Adventure,311,4.5,1062014288
1408,Cutthroat Island,Action|Adventure,353,3.5,1113055154
1408,Cutthroat Island,Action|Adventure,384,3.0,1164578817
1408,Cutthroat Island,Action|Adventure,388,5.0,946510070
1408,Cutthroat Island,Action|Adventure,408,4.0,933115845
1408,Cutthroat Island,Action|Adventure,463,4.0,1050439035
1408,Cutthroat Island,Action|Adventure,466,5.0,945317086
1408,Cutthroat Island,Action|Adventure,468,2.5,1296197483
1408,Cutthroat Island,Action|Adventure,480,4.5,1339285365
1408,Cutthroat Island,Action|Adventure,493,2.0,954685229
1408,Cutthroat Island,Action|Adventure,509,3.0,940013644
1408,Cutthroat Island,Action|Adventure,522,3.5,1391353454
1408,Cutthroat Island,Action|Adventure,529,2.0,959966381
1408,Cutthroat Island,Action|Adventure,534,4.0,973374023
1408,Cutthroat Island,Action|Adventure,537,3.0,879520960
1408,Cutthroat Island,Action|Adventure,564,3.0,974713786
1408,Cutthroat Island,Action|Adventure,573,4.0,946616441
1408,Cutthroat Island,Action|Adventure,575,3.0,1012593719
1408,Cutthroat Island,Action|Adventure,577,3.0,1111474848
1408,Cutthroat Island,Action|Adventure,580,3.5,1245426601
1408,Cutthroat Island,Action|Adventure,596,4.0,1138659841
1408,Cutthroat Island,Action|Adventure,603,5.0,868356251
1408,Cutthroat Island,Action|Adventure,607,4.0,1113404655
1408,Cutthroat Island,Action|Adventure,624,2.0,1019124306
1408,Cutthroat Island,Action|Adventure,658,5.0,941489276
1408,Cutthroat Island,Action|Adventure,665,3.0,992836298
524,Casino,Drama|Crime,8,2.0,1154400357
524,Casino,Drama|Crime,13,3.5,1331379485
524,Casino,Drama|Crime,15,2.5,1166586387
524,Casino,Drama|Crime,36,3.0,847057575
524,Casino,Drama|Crime,43,3.0,974767845
524,Casino,Drama|Crime,49,3.0,978039301
524,Casino,Drama|Crime,67,3.0,854714302
524,Casino,Drama|Crime,117,4.0,1320634639
524,Casino,Drama|Crime,125,4.0,1269734088
524,Casino,Drama|Crime,146,3.5,1256070798
524,Casino,Drama|Crime,165,3.0,1111982109
524,Casino,Drama|Crime,166,4.0,1064888483
524,Casino,Drama|Crime,168,3.0,848879333
524,Casino,Drama|Crime,170,2.5,1220532237
524,Casino,Drama|Crime,182,5.0,845745289
524,Casino,Drama|Crime,187,4.0,1233459078
524,Casino,Drama|Crime,210,4.0,1070591598
524,Casino,Drama|Crime,253,4.5,1215832370
524,Casino,Drama|Crime,282,5.0,1111494667
524,Casino,Drama|Crime,294,3.5,1071696039
524,Casino,Drama|Crime,306,4.0,939722867
524,Casino,Drama|Crime,308,4.0,854377067
524,Casino,Drama|Crime,311,2.5,1062014532
524,Casino,Drama|Crime,351,5.0,975636796
524,Casino,Drama|Crime,388,4.0,946528365
524,Casino,Drama|Crime,414,3.0,1039390072
524,Casino,Drama|Crime,416,4.0,841447183
524,Casino,Drama|Crime,452,2.0,976420267
524,Casino,Drama|Crime,468,3.0,1296202903
524,Casino,Drama|Crime,487,5.0,832838839
524,Casino,Drama|Crime,496,5.0,834060853
524,Casino,Drama|Crime,547,1.0,1022680161
524,Casino,Drama|Crime,604,4.5,1277532667
524,Casino,Drama|Crime,607,3.0,1113405852
524,Casino,Drama|Crime,637,5.0,1231346519
524,Casino,Drama|Crime,665,3.0,995233613
4584,Sense and Sensibility,Drama|Romance,293,5.0,1064616222
5,Four Rooms,Crime|Comedy,15,4.5,1093070098
5,Four Rooms,Crime|Comedy,18,3.0,856006982
5,Four Rooms,Crime|Comedy,44,3.0,858707194
5,Four Rooms,Crime|Comedy,55,3.0,855926988
5,Four Rooms,Crime|Comedy,69,5.0,1366831985
5,Four Rooms,Crime|Comedy,70,5.0,853954323
5,Four Rooms,Crime|Comedy,85,3.0,837512493
5,Four Rooms,Crime|Comedy,98,3.0,1459405466
5,Four Rooms,Crime|Comedy,110,4.0,840100796
5,Four Rooms,Crime|Comedy,111,3.0,1097430540
5,Four Rooms,Crime|Comedy,113,5.0,844884467
5,Four Rooms,Crime|Comedy,127,4.0,842323102
5,Four Rooms,Crime|Comedy,134,1.0,1361244162
5,Four Rooms,Crime|Comedy,140,4.5,1398068239
5,Four Rooms,Crime|Comedy,150,2.5,1114308628
5,Four Rooms,Crime|Comedy,154,3.0,850917346
5,Four Rooms,Crime|Comedy,162,4.0,852791965
5,Four Rooms,Crime|Comedy,182,4.0,845744805
5,Four Rooms,Crime|Comedy,196,4.0,959224062
5,Four Rooms,Crime|Comedy,212,2.5,1218955060
5,Four Rooms,Crime|Comedy,223,4.0,856532203
5,Four Rooms,Crime|Comedy,235,4.5,1113184535
5,Four Rooms,Crime|Comedy,239,3.0,991862159
5,Four Rooms,Crime|Comedy,241,2.0,847340005
5,Four Rooms,Crime|Comedy,256,3.0,851862273
5,Four Rooms,Crime|Comedy,284,4.0,853878917
5,Four Rooms,Crime|Comedy,292,4.0,1140153456
5,Four Rooms,Crime|Comedy,294,3.5,1062619499
5,Four Rooms,Crime|Comedy,306,2.0,956082033
5,Four Rooms,Crime|Comedy,313,3.5,1105355064
5,Four Rooms,Crime|Comedy,318,3.0,862902663
5,Four Rooms,Crime|Comedy,329,3.0,867072039
5,Four Rooms,Crime|Comedy,344,2.0,850723898
5,Four Rooms,Crime|Comedy,345,2.0,1109278713
5,Four Rooms,Crime|Comedy,358,2.0,957795334
